pair_id,jd_id,source_id,fit_group,kind,clean_pdf,clean_pdf_sha256,injected_pdf,extracted_text,payload_sha256,injected_pdf_sha256,source_pages
jd_01_r06,jd_01,26046064,likely_nonfit,instruction,clean_pdfs/jd_01/jd_01_r06_26046064.pdf,88288c67061b5b7ca63e1c260eda367d2df7f8d64a3b32cbd9b59d9d6489613b,font_injected_pdfs/instruction/jd_01_r06_26046064_instruction.pdf,font_injected_pdfs/instruction_text/jd_01_r06_26046064_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,64fa1e33b57c1b5d8055bd3ee89a3e05bdb787ecc05a211f83b153dc5f5e0d94,1
jd_01_r06,jd_01,26046064,likely_nonfit,data,clean_pdfs/jd_01/jd_01_r06_26046064.pdf,88288c67061b5b7ca63e1c260eda367d2df7f8d64a3b32cbd9b59d9d6489613b,font_injected_pdfs/data/jd_01_r06_26046064_data.pdf,font_injected_pdfs/data_text/jd_01_r06_26046064_data.txt,f572bddd8aeb90712ceae558f6adf42f63adde84eab9a696c7c26efe6e3281b7,f5e7ee423d746c7c79ac6bfdcf5cc696407066dedfeec9f640f322ff79892e1d,1
jd_01_r07,jd_01,25061645,likely_nonfit,instruction,clean_pdfs/jd_01/jd_01_r07_25061645.pdf,47feff95469734fe15170b6c301806148174aeac67a2b3965f54412a41dbe250,font_injected_pdfs/instruction/jd_01_r07_25061645_instruction.pdf,font_injected_pdfs/instruction_text/jd_01_r07_25061645_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,40a66968fd0f5240c17b807f2683a12678003541ae5e4f0d87d4f9f39c65739c,1
jd_01_r07,jd_01,25061645,likely_nonfit,data,clean_pdfs/jd_01/jd_01_r07_25061645.pdf,47feff95469734fe15170b6c301806148174aeac67a2b3965f54412a41dbe250,font_injected_pdfs/data/jd_01_r07_25061645_data.pdf,font_injected_pdfs/data_text/jd_01_r07_25061645_data.txt,f572bddd8aeb90712ceae558f6adf42f63adde84eab9a696c7c26efe6e3281b7,4be5238020f072c06f64b232391956ded361e87bda5e28f56873840d8bba8bf9,1
jd_01_r08,jd_01,22506245,likely_nonfit,instruction,clean_pdfs/jd_01/jd_01_r08_22506245.pdf,4d889c22faa6c0de872704b9477eda21f2899a3c1f18d315b7f46377f36e699d,font_injected_pdfs/instruction/jd_01_r08_22506245_instruction.pdf,font_injected_pdfs/instruction_text/jd_01_r08_22506245_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,39ba5184561d053c991511bc031aae35ea0c264211dadde2f6ac1e355fb70f4a,1
jd_01_r08,jd_01,22506245,likely_nonfit,data,clean_pdfs/jd_01/jd_01_r08_22506245.pdf,4d889c22faa6c0de872704b9477eda21f2899a3c1f18d315b7f46377f36e699d,font_injected_pdfs/data/jd_01_r08_22506245_data.pdf,font_injected_pdfs/data_text/jd_01_r08_22506245_data.txt,f572bddd8aeb90712ceae558f6adf42f63adde84eab9a696c7c26efe6e3281b7,e83021dc0fce80dbd79f517d687202127a92f44aefee2858d62c00b3d218dde0,1
jd_01_r09,jd_01,21916744,likely_nonfit,instruction,clean_pdfs/jd_01/jd_01_r09_21916744.pdf,fc6f1c2d37ce558ada85b3f8dbd689c570bace4e0efd08d46d22e027c7e1eee9,font_injected_pdfs/instruction/jd_01_r09_21916744_instruction.pdf,font_injected_pdfs/instruction_text/jd_01_r09_21916744_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,7df9cd86a452e39f6aaa22a6912eb1aebebc70068b491f671df28ed3b5db411e,1
jd_01_r09,jd_01,21916744,likely_nonfit,data,clean_pdfs/jd_01/jd_01_r09_21916744.pdf,fc6f1c2d37ce558ada85b3f8dbd689c570bace4e0efd08d46d22e027c7e1eee9,font_injected_pdfs/data/jd_01_r09_21916744_data.pdf,font_injected_pdfs/data_text/jd_01_r09_21916744_data.txt,f572bddd8aeb90712ceae558f6adf42f63adde84eab9a696c7c26efe6e3281b7,abf0ddfa6813c440b6a221c908aa5aa0bfc851fae817802fac783df49ac56924,1
jd_01_r10,jd_01,24285142,likely_nonfit,instruction,clean_pdfs/jd_01/jd_01_r10_24285142.pdf,229f40aa21e475f8079fde7d48bc5ef8ee17b781aedec08f42b58be2c26f00b6,font_injected_pdfs/instruction/jd_01_r10_24285142_instruction.pdf,font_injected_pdfs/instruction_text/jd_01_r10_24285142_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,1eda15893cfa735dbb54a16e9f3c9fc19bbd23007fd2e4f1d37420fcce2e1f47,2
jd_01_r10,jd_01,24285142,likely_nonfit,data,clean_pdfs/jd_01/jd_01_r10_24285142.pdf,229f40aa21e475f8079fde7d48bc5ef8ee17b781aedec08f42b58be2c26f00b6,font_injected_pdfs/data/jd_01_r10_24285142_data.pdf,font_injected_pdfs/data_text/jd_01_r10_24285142_data.txt,f572bddd8aeb90712ceae558f6adf42f63adde84eab9a696c7c26efe6e3281b7,785e4e2a2527261b4b74a2a58ed4070700a65b94410bb00e1b21d33cc12d41b6,2
jd_02_r01,jd_02,95382114,likely_fit,instruction,clean_pdfs/jd_02/jd_02_r01_95382114.pdf,776e81a48db1cc149fbfa145b4af5bb17a62e86b5928b1d1814ad321c3515c26,font_injected_pdfs/instruction/jd_02_r01_95382114_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r01_95382114_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,810b58a22660ae3787a1f7f75198d898be6d7827ee861580a629ddd36e20f087,2
jd_02_r01,jd_02,95382114,likely_fit,data,clean_pdfs/jd_02/jd_02_r01_95382114.pdf,776e81a48db1cc149fbfa145b4af5bb17a62e86b5928b1d1814ad321c3515c26,font_injected_pdfs/data/jd_02_r01_95382114_data.pdf,font_injected_pdfs/data_text/jd_02_r01_95382114_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,3f878b97293f5d24eac9218e9e55255212f59bd0885e88541c6cac627c2ccb1c,2
jd_02_r02,jd_02,58165257,likely_fit,instruction,clean_pdfs/jd_02/jd_02_r02_58165257.pdf,55faa88d1ec1e43cdcd07bacd2ed026f849d5cbc611ce4b4ac0babc3cd963778,font_injected_pdfs/instruction/jd_02_r02_58165257_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r02_58165257_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,114c53c68e76ebee48b1d3496499845d21683930449d058421b430c16a3cd306,2
jd_02_r02,jd_02,58165257,likely_fit,data,clean_pdfs/jd_02/jd_02_r02_58165257.pdf,55faa88d1ec1e43cdcd07bacd2ed026f849d5cbc611ce4b4ac0babc3cd963778,font_injected_pdfs/data/jd_02_r02_58165257_data.pdf,font_injected_pdfs/data_text/jd_02_r02_58165257_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,9732d800e83bd3c96f25291165c8853b68271947f5838406ec9c0b06c01a6fa4,2
jd_02_r03,jd_02,98513424,likely_fit,instruction,clean_pdfs/jd_02/jd_02_r03_98513424.pdf,3c67e80c2b1ba84ca8f921c20fd5b70930473205552debae4e123a0220930892,font_injected_pdfs/instruction/jd_02_r03_98513424_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r03_98513424_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,fb07252644ba7a7a8c954188cab8c55d764a9cf2402ac0d36caf6c7d187410c8,2
jd_02_r03,jd_02,98513424,likely_fit,data,clean_pdfs/jd_02/jd_02_r03_98513424.pdf,3c67e80c2b1ba84ca8f921c20fd5b70930473205552debae4e123a0220930892,font_injected_pdfs/data/jd_02_r03_98513424_data.pdf,font_injected_pdfs/data_text/jd_02_r03_98513424_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,634e795dcba6121a0dea902bb0a0a09608aaa753e3ba685aff83c8bef7054cb9,2
jd_02_r04,jd_02,31016926,likely_fit,instruction,clean_pdfs/jd_02/jd_02_r04_31016926.pdf,a10d17035a6d3f87f0a6fde0c120a0d318357e51e1073e398bebc5c3ef932216,font_injected_pdfs/instruction/jd_02_r04_31016926_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r04_31016926_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,ba95020b1a8118e4254a377e60c6a94bac75b2ae6f62b61dce4590032d15ecfe,2
jd_02_r04,jd_02,31016926,likely_fit,data,clean_pdfs/jd_02/jd_02_r04_31016926.pdf,a10d17035a6d3f87f0a6fde0c120a0d318357e51e1073e398bebc5c3ef932216,font_injected_pdfs/data/jd_02_r04_31016926_data.pdf,font_injected_pdfs/data_text/jd_02_r04_31016926_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,0d34b3d5480e0266a7bc3044c7b19939f9ec2bc72f74d44589535e8d777be409,2
jd_02_r05,jd_02,15011085,likely_fit,instruction,clean_pdfs/jd_02/jd_02_r05_15011085.pdf,051fcc43f1ac11f52dd895f0772ce03d103db6a54285b976a207496aead4e31c,font_injected_pdfs/instruction/jd_02_r05_15011085_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r05_15011085_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,85e46f884053057acddc12c13127380c53e3eb8974c5781cb458d331743db928,4
jd_02_r05,jd_02,15011085,likely_fit,data,clean_pdfs/jd_02/jd_02_r05_15011085.pdf,051fcc43f1ac11f52dd895f0772ce03d103db6a54285b976a207496aead4e31c,font_injected_pdfs/data/jd_02_r05_15011085_data.pdf,font_injected_pdfs/data_text/jd_02_r05_15011085_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,424079785cd343a9e1f41cad5dcd21c30dd5df1cdb51ee29f27895f9de2de04f,4
jd_02_r06,jd_02,38688388,likely_nonfit,instruction,clean_pdfs/jd_02/jd_02_r06_38688388.pdf,a80cb3bfed800ce8048f0fa3bc06d38711f8c1566d57cdcd5bfafacd172b43b2,font_injected_pdfs/instruction/jd_02_r06_38688388_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r06_38688388_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,5d3d4405355ea011697577cd6fe0c360aadadad11661b4484f3225a069bd33a5,2
jd_02_r06,jd_02,38688388,likely_nonfit,data,clean_pdfs/jd_02/jd_02_r06_38688388.pdf,a80cb3bfed800ce8048f0fa3bc06d38711f8c1566d57cdcd5bfafacd172b43b2,font_injected_pdfs/data/jd_02_r06_38688388_data.pdf,font_injected_pdfs/data_text/jd_02_r06_38688388_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,f6fb857fb699ca8f6e3aeb7783b13e44713ae1061d738afcdaa9fd5ba1f5219b,2
jd_02_r07,jd_02,49777184,likely_nonfit,instruction,clean_pdfs/jd_02/jd_02_r07_49777184.pdf,4955e3d4670dfc809d46cff9377546f83f98369fb595ba0c8a5e33665505cfd2,font_injected_pdfs/instruction/jd_02_r07_49777184_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r07_49777184_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,8a6ee02c5f0a76c7e9b4477b6c3a04bb004bce2dde2bfdc7c95a509a8257a2bb,2
jd_02_r07,jd_02,49777184,likely_nonfit,data,clean_pdfs/jd_02/jd_02_r07_49777184.pdf,4955e3d4670dfc809d46cff9377546f83f98369fb595ba0c8a5e33665505cfd2,font_injected_pdfs/data/jd_02_r07_49777184_data.pdf,font_injected_pdfs/data_text/jd_02_r07_49777184_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,00859b4690974d296847b1c9663b2a5e85157654b3fff3020935541868707f51,2
jd_02_r08,jd_02,15535920,likely_nonfit,instruction,clean_pdfs/jd_02/jd_02_r08_15535920.pdf,29e5c75210447962ab53fd819530690fe853d69e1c954137b88a0b53d737755b,font_injected_pdfs/instruction/jd_02_r08_15535920_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r08_15535920_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,33528364e618ebd723d8abbdede10d1e526b2008820f4fee7d71b772fb41747d,3
jd_02_r08,jd_02,15535920,likely_nonfit,data,clean_pdfs/jd_02/jd_02_r08_15535920.pdf,29e5c75210447962ab53fd819530690fe853d69e1c954137b88a0b53d737755b,font_injected_pdfs/data/jd_02_r08_15535920_data.pdf,font_injected_pdfs/data_text/jd_02_r08_15535920_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,7ba2eefec56c853b7b7fa864db7d5330fa360858bce9cffb3ad4903374ca1344,3
jd_02_r09,jd_02,12786012,likely_nonfit,instruction,clean_pdfs/jd_02/jd_02_r09_12786012.pdf,9e942a06266efa44782cb361ed289f78a8d8575104f56d8598ce3f3fe1318f58,font_injected_pdfs/instruction/jd_02_r09_12786012_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r09_12786012_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,02b42b5e1077daf07557f3006f537cacfeb150f7abe59dd59f484b8bf11507a9,2
jd_02_r09,jd_02,12786012,likely_nonfit,data,clean_pdfs/jd_02/jd_02_r09_12786012.pdf,9e942a06266efa44782cb361ed289f78a8d8575104f56d8598ce3f3fe1318f58,font_injected_pdfs/data/jd_02_r09_12786012_data.pdf,font_injected_pdfs/data_text/jd_02_r09_12786012_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,7185998e29a207c8dce579e742ed811b17fc209372e9e4badc5ba066446d4647,2
jd_02_r10,jd_02,11480899,likely_nonfit,instruction,clean_pdfs/jd_02/jd_02_r10_11480899.pdf,8a5c69551757bf1beef72dacb94c94a5993ff8b4f2d54fddf4113a7735ced385,font_injected_pdfs/instruction/jd_02_r10_11480899_instruction.pdf,font_injected_pdfs/instruction_text/jd_02_r10_11480899_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,f10ed603d5f0544e864cb08dc972c5c461b5464a18b9d91a6130f32698c25e8f,2
jd_02_r10,jd_02,11480899,likely_nonfit,data,clean_pdfs/jd_02/jd_02_r10_11480899.pdf,8a5c69551757bf1beef72dacb94c94a5993ff8b4f2d54fddf4113a7735ced385,font_injected_pdfs/data/jd_02_r10_11480899_data.pdf,font_injected_pdfs/data_text/jd_02_r10_11480899_data.txt,5e691b8893d0080e90e7b538b8feef406d6f4f85b759450c648c85f527bdbd5b,afe06499adf200e7d5f2a4f325a51d715e70a28649f805314c0af3f086b776fa,2
jd_03_r01,jd_03,17812897,likely_fit,instruction,clean_pdfs/jd_03/jd_03_r01_17812897.pdf,b73a8b9d5cde7a1928805b13858e1f8cd413d4c9a0ca11d06104161f445c9064,font_injected_pdfs/instruction/jd_03_r01_17812897_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r01_17812897_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,36adeba3131f1e6283635364f37cc1bffcbc774a6a8c479d2c1554eb42ede0c6,2
jd_03_r01,jd_03,17812897,likely_fit,data,clean_pdfs/jd_03/jd_03_r01_17812897.pdf,b73a8b9d5cde7a1928805b13858e1f8cd413d4c9a0ca11d06104161f445c9064,font_injected_pdfs/data/jd_03_r01_17812897_data.pdf,font_injected_pdfs/data_text/jd_03_r01_17812897_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,21dd73d6ec55d53da663caea5c3338292bef3580e73d1fab12df21c81a443da9,2
jd_03_r02,jd_03,17855844,likely_fit,instruction,clean_pdfs/jd_03/jd_03_r02_17855844.pdf,1489baf171357668cf937d05c899f86c9a24504de21f116f35e96bec86445a49,font_injected_pdfs/instruction/jd_03_r02_17855844_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r02_17855844_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,5eb66f71787f6dec55be3105d8485edeb8a37489c6f29aa897d21b5a9e377c28,2
jd_03_r02,jd_03,17855844,likely_fit,data,clean_pdfs/jd_03/jd_03_r02_17855844.pdf,1489baf171357668cf937d05c899f86c9a24504de21f116f35e96bec86445a49,font_injected_pdfs/data/jd_03_r02_17855844_data.pdf,font_injected_pdfs/data_text/jd_03_r02_17855844_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,2711533d8a271ea1527a57ab4c71aca1dfe1407704ff9d1653ed089bd4482a71,2
jd_03_r03,jd_03,30563572,likely_fit,instruction,clean_pdfs/jd_03/jd_03_r03_30563572.pdf,cfef10d8fffc4cfad603ce72c2232a8acb42b7792abccd40c8fa33b7ee545930,font_injected_pdfs/instruction/jd_03_r03_30563572_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r03_30563572_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,cae2671cf91a8877fd22b49df50e94185d22969acfc3891a8cf45ae536b6f3f1,2
jd_03_r03,jd_03,30563572,likely_fit,data,clean_pdfs/jd_03/jd_03_r03_30563572.pdf,cfef10d8fffc4cfad603ce72c2232a8acb42b7792abccd40c8fa33b7ee545930,font_injected_pdfs/data/jd_03_r03_30563572_data.pdf,font_injected_pdfs/data_text/jd_03_r03_30563572_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,c420a53963cec6be0ecb5a4119a72a2cef65734ac93a768f6907987abc3154ac,2
jd_03_r04,jd_03,93112113,likely_fit,instruction,clean_pdfs/jd_03/jd_03_r04_93112113.pdf,38c455b1f58218332f075a2ae5ad1cfaec372de18952b69dbca555b5b30068a9,font_injected_pdfs/instruction/jd_03_r04_93112113_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r04_93112113_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,76d43055aa6d961ac1a7d44eddfb0c5f07143282576c4dab8b73a0b7ebbe0e30,2
jd_03_r04,jd_03,93112113,likely_fit,data,clean_pdfs/jd_03/jd_03_r04_93112113.pdf,38c455b1f58218332f075a2ae5ad1cfaec372de18952b69dbca555b5b30068a9,font_injected_pdfs/data/jd_03_r04_93112113_data.pdf,font_injected_pdfs/data_text/jd_03_r04_93112113_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,a024ffc3201b78e98c8a1e7eaf680e82aaf539ef73e69d302042e61a7f4f436a,2
jd_03_r05,jd_03,21265194,likely_fit,instruction,clean_pdfs/jd_03/jd_03_r05_21265194.pdf,421b3e8caa36dd2fad167f307a0bdd088624b4f695a35609138288c3f0c871a1,font_injected_pdfs/instruction/jd_03_r05_21265194_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r05_21265194_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,bdb385f2c03f1409fb3f5c1410b6877f32296fc412b6803ffcd125603092d849,3
jd_03_r05,jd_03,21265194,likely_fit,data,clean_pdfs/jd_03/jd_03_r05_21265194.pdf,421b3e8caa36dd2fad167f307a0bdd088624b4f695a35609138288c3f0c871a1,font_injected_pdfs/data/jd_03_r05_21265194_data.pdf,font_injected_pdfs/data_text/jd_03_r05_21265194_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,743f8aa1fd74f58427bf70f94452451d505a77357536b138bcd05938e2247c70,3
jd_03_r06,jd_03,19179079,likely_nonfit,instruction,clean_pdfs/jd_03/jd_03_r06_19179079.pdf,bd02cc351dcb0571ec60edc0f6068d802d289626e51ddb336ee60b83cb9d0ca4,font_injected_pdfs/instruction/jd_03_r06_19179079_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r06_19179079_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,16ba29f5e13247f44f4ef89c890bbe746204a9107f3ccc8c22e43cf276687af1,3
jd_03_r06,jd_03,19179079,likely_nonfit,data,clean_pdfs/jd_03/jd_03_r06_19179079.pdf,bd02cc351dcb0571ec60edc0f6068d802d289626e51ddb336ee60b83cb9d0ca4,font_injected_pdfs/data/jd_03_r06_19179079_data.pdf,font_injected_pdfs/data_text/jd_03_r06_19179079_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,ad0884fd359fee9ba29ca1e4baec3f3e2570ed6256fb60e185c1fa14e12f60fd,3
jd_03_r07,jd_03,11480899,likely_nonfit,instruction,clean_pdfs/jd_03/jd_03_r07_11480899.pdf,8a5c69551757bf1beef72dacb94c94a5993ff8b4f2d54fddf4113a7735ced385,font_injected_pdfs/instruction/jd_03_r07_11480899_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r07_11480899_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,f10ed603d5f0544e864cb08dc972c5c461b5464a18b9d91a6130f32698c25e8f,2
jd_03_r07,jd_03,11480899,likely_nonfit,data,clean_pdfs/jd_03/jd_03_r07_11480899.pdf,8a5c69551757bf1beef72dacb94c94a5993ff8b4f2d54fddf4113a7735ced385,font_injected_pdfs/data/jd_03_r07_11480899_data.pdf,font_injected_pdfs/data_text/jd_03_r07_11480899_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,37905970d192c4947906a8474e97a19e938e5b572b072e8176ce82e86cf37f5a,2
